##NAMES=Analcime
##RRUFFID=R040128
##IDEAL CHEMISTRY=NaAlSi_2_O_6_&#183;H_2_O
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Bob Downs
##DESCRIPTION=White trapezohedra associated with black arfvedsonite, R040127
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040128
##MEASURED CHEMISTRY=Na_0.93_(Si_2.04_Al_0.99_)O_6_·H_2_O
##PIN_ID=L00542
##ORIENTATION=Laser parallel to -a [-1 0 0]. Fiducial mark perpendicular to laser is parallel to -b* (0 -1 0)
107.387, 8833.000
108.781, 9329.000
110.174, 11300.000
111.566, 10960.189
112.959, 11385.273
114.351, 11140.000
115.744, 11140.000
117.136, 11170.000
118.527, 11110.000
119.919, 11000.000
121.310, 11190.000
122.701, 11190.000
124.092, 11440.000
125.482, 11480.000
126.873, 11530.000
128.263, 11850.000
129.653, 11750.000
131.042, 12170.000
132.432, 12100.000
133.821, 12210.000
135.210, 12490.000
136.599, 12600.000
137.987, 12660.000
139.376, 12690.000
140.764, 12770.000
142.152, 12800.000
143.539, 12650.000
144.927, 12640.000
146.314, 12630.000
147.701, 12440.000
149.088, 12250.000
150.474, 12140.000
151.861, 11960.000
153.247, 11870.000
154.633, 11670.000
156.018, 11600.000
157.404, 11480.000
158.789, 11380.000
160.174, 11220.000
161.559, 11160.000
162.943, 11020.000
164.327, 10960.000
165.711, 10850.000
167.095, 10820.000
168.479, 10810.000
169.862, 10740.000
171.246, 10710.000
172.628, 10750.000
174.011, 10760.000
175.394, 10860.000
176.776, 10780.000
178.158, 10760.000
179.540, 10920.000
180.922, 10870.000
182.303, 10880.000
183.684, 10930.000
185.065, 11150.000
186.446, 11250.000
187.826, 11290.000
189.207, 11400.000
190.587, 11427.463
191.967, 11510.000
193.346, 11480.000
194.726, 11480.000
196.105, 11480.000
197.484, 11460.000
198.862, 11371.408
200.241, 11330.000
201.619, 11150.000
202.997, 11110.000
204.375, 10990.000
205.753, 10820.000
207.130, 10780.000
208.507, 10710.000
209.884, 10740.000
211.261, 10550.000
212.638, 10580.000
214.014, 10500.000
215.390, 10560.000
216.766, 10460.000
218.141, 10450.000
219.517, 10480.000
220.892, 10430.000
222.267, 10460.000
223.642, 10450.000
225.016, 10500.000
226.391, 10450.000
227.765, 10470.000
229.139, 10490.000
230.512, 10460.000
231.886, 10500.000
233.259, 10350.000
234.632, 10330.000
236.005, 10290.000
237.377, 10320.000
238.749, 10190.000
240.122, 10160.000
241.493, 10270.000
242.865, 10110.000
244.237, 10110.000
245.608, 9963.000
246.979, 10030.000
248.350, 9999.000
249.720, 9995.000
251.090, 9943.000
252.461, 9895.000
253.830, 9932.000
255.200, 9794.000
256.570, 9872.000
257.939, 9890.000
259.308, 9859.000
260.677, 9948.000
262.045, 9848.000
263.414, 9968.000
264.782, 9963.000
266.150, 9907.000
267.517, 10040.000
268.885, 10030.000
270.252, 9997.000
271.619, 9932.000
272.986, 9954.478
274.353, 9989.000
275.719, 9954.000
277.085, 10000.000
278.451, 9959.000
279.817, 9963.000
281.182, 9858.000
282.548, 9826.000
283.913, 9803.000
285.278, 9828.000
286.642, 9978.000
